,num_passengers,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,sales_channel_Mobile,trip_type_OneWay,trip_type_RoundTrip
1613,3,359,20,10,2,6,51,1,1,1,8.83,0,0,0,1
1614,2,227,21,2,3,6,51,1,0,1,8.83,1,0,0,1
1615,1,200,21,15,1,6,51,0,0,0,8.83,0,0,0,1
1616,1,0,75,8,7,6,51,0,0,1,8.83,0,0,0,1
1617,2,158,21,2,1,6,51,0,0,0,8.83,0,0,0,1
1618,1,126,41,6,5,6,51,1,1,0,8.83,1,0,0,1
1619,2,145,27,5,7,6,61,1,1,1,8.83,0,0,0,1
1620,1,46,44,20,4,6,27,1,0,1,8.83,0,0,0,1
1621,3,17,109,15,2,6,51,1,1,1,8.83,0,0,0,1
1622,1,49,63,12,4,6,78,1,1,1,8.83,0,0,0,1
1623,1,11,32,12,5,6,4,0,0,0,8.83,0,1,0,1
1624,1,89,38,13,4,6,51,1,1,0,8.83,0,0,0,1
1625,2,204,20,1,6,6,51,1,0,1,8.83,0,0,0,1
1626,2,10,56,9,6,6,61,1,0,1,8.83,1,0,0,1
1627,1,27,24,8,7,6,61,1,1,1,8.83,0,0,0,1
1628,1,55,143,5,6,6,51,1,0,0,8.83,0,0,0,1
1629,1,116,31,7,4,6,51,1,0,0,8.83,0,1,0,1
1630,2,181,41,9,6,6,61,0,0,0,8.83,0,0,0,1
1631,1,84,18,5,4,6,61,1,0,1,8.83,0,0,0,1
1632,2,170,22,8,1,6,61,1,0,0,8.83,0,0,0,1
1633,4,221,17,14,1,6,51,1,0,0,8.83,1,0,0,1
1634,2,24,26,0,4,6,27,1,0,0,8.83,0,0,0,1
1635,1,138,87,4,6,6,51,0,0,0,8.83,0,1,0,1
1636,3,326,19,8,1,6,61,1,0,0,8.83,0,0,0,1
1637,2,40,29,6,2,6,51,1,0,1,8.83,0,0,0,1
1638,1,249,109,2,5,6,61,0,0,0,8.83,0,0,0,1
1639,2,106,24,17,2,6,51,1,1,0,8.83,0,0,0,1
1640,1,74,83,2,6,6,51,1,0,0,8.83,0,0,0,1
1641,5,37,43,7,1,6,40,1,1,1,8.83,0,1,0,1
1642,2,168,19,8,1,6,61,0,0,0,8.83,0,0,0,1
1643,2,130,28,10,4,6,80,1,0,0,8.83,1,0,0,1
1644,1,127,19,15,2,6,51,0,0,1,8.83,1,0,0,1
1645,2,10,46,12,5,6,61,0,0,1,8.83,0,1,0,1
1646,2,125,30,1,3,6,51,1,0,0,8.83,0,0,0,1
1647,1,81,17,10,1,6,100,0,0,0,8.83,0,0,0,1
1648,3,172,17,9,5,6,51,1,1,1,8.83,0,0,0,1
1649,5,157,19,9,1,6,51,1,1,0,8.83,0,0,0,1
1650,1,196,89,13,1,6,61,1,0,1,8.83,0,0,0,1
1651,1,114,58,17,5,6,51,1,0,0,8.83,0,0,0,1
1652,1,138,27,11,6,6,51,1,1,1,8.83,0,0,0,1
1653,1,13,465,9,4,6,51,1,0,0,8.83,1,0,0,1
1654,3,398,41,18,7,6,61,0,0,0,8.83,0,0,0,1
1655,1,52,26,7,1,6,61,0,0,0,8.83,0,0,0,1
1656,2,148,62,12,1,6,51,1,0,1,8.83,0,0,0,1
1657,1,32,31,7,4,6,51,0,0,1,8.83,0,0,0,1
1658,1,99,25,11,5,6,80,1,0,1,8.83,0,0,0,1
1659,1,38,24,17,5,6,28,1,1,1,8.83,1,0,0,1
1660,1,20,17,1,2,6,71,1,1,0,8.83,0,1,0,1
1661,2,179,17,7,7,6,51,1,1,1,8.83,1,0,0,1
1662,1,145,20,20,1,6,61,1,0,0,8.83,0,0,0,1
1663,1,93,28,6,4,6,51,1,1,1,8.83,0,0,0,1
1664,1,58,27,10,4,6,51,1,0,0,8.83,0,0,0,1
1665,1,63,23,3,3,6,61,1,1,0,8.83,0,0,0,1
1666,1,47,39,9,5,6,61,1,0,1,8.83,0,0,0,1
1667,1,13,22,10,1,6,61,0,0,1,8.83,0,0,0,1
1668,1,304,17,16,2,6,51,1,0,1,8.83,1,0,0,1
1669,1,1,19,23,7,6,61,1,0,0,8.83,0,1,0,1
1670,1,82,38,13,3,6,51,1,0,1,8.83,1,0,0,1
1671,1,346,17,2,6,6,61,1,1,1,8.83,0,0,0,1
1672,2,39,25,8,3,6,61,1,0,0,8.83,0,0,0,1
1673,1,170,18,10,1,6,61,0,1,1,8.83,0,0,0,1
1674,1,225,72,10,1,6,61,1,0,1,8.83,0,0,0,1
1675,1,42,50,14,7,6,51,0,0,1,8.83,0,0,0,1
1676,1,58,41,6,1,6,61,1,0,1,8.83,0,0,0,1
1677,1,121,48,2,5,6,61,0,0,0,8.83,0,0,0,1
1678,1,355,84,1,1,6,61,1,1,1,8.83,0,0,0,1
1679,3,393,18,4,1,6,61,0,0,0,8.83,0,0,0,1
1680,2,231,21,0,3,6,61,1,0,1,8.83,0,0,0,1
1681,1,60,17,10,5,6,51,1,1,1,8.83,1,0,0,1
1682,1,8,409,11,7,6,61,1,1,1,8.83,0,0,0,1
1683,4,94,22,15,5,6,51,1,0,1,8.83,0,0,0,1
1684,2,179,19,0,3,6,51,1,1,1,8.83,0,0,0,1
1685,1,282,26,5,7,6,51,0,0,0,8.83,1,0,0,1
1686,1,8,38,8,4,6,80,1,0,0,8.83,0,0,0,1
1687,1,81,93,13,1,6,51,1,0,1,8.83,0,0,0,1
1688,4,15,49,7,7,6,78,0,0,0,8.83,1,0,0,1
1689,3,199,28,23,3,6,61,0,0,0,8.83,0,0,0,1
1690,1,241,17,23,2,6,61,1,0,1,8.83,0,0,0,1
1691,1,72,90,13,2,6,51,0,0,0,8.83,0,0,0,1
1692,1,89,38,8,4,6,61,1,0,1,8.83,1,0,0,1
1693,2,130,58,4,5,6,51,1,0,0,8.83,0,0,0,1
1694,4,366,17,16,7,6,51,1,0,1,8.83,0,0,0,1
1695,1,389,45,15,7,6,51,0,0,0,8.83,0,0,0,1
1696,2,335,46,8,1,6,61,0,0,1,8.83,0,0,0,1
1697,1,163,20,0,2,6,61,0,0,0,8.83,0,1,0,1
1698,1,203,27,8,7,6,61,0,1,1,8.83,0,0,0,1
1699,1,34,24,18,2,6,13,1,0,0,8.83,0,0,0,1
1700,2,116,23,8,3,6,51,1,0,1,8.83,0,0,0,1
1701,1,291,23,7,7,6,51,1,1,0,8.83,0,0,0,1
1702,1,75,34,9,4,6,61,1,0,1,8.83,0,0,0,1
1703,1,277,50,14,7,6,51,0,0,0,8.83,0,1,0,1
1704,2,166,38,2,6,6,61,1,0,1,8.83,0,0,0,1
1705,1,23,52,10,7,6,51,1,0,1,8.83,0,0,0,1
1706,4,136,20,12,5,6,61,1,0,1,8.83,0,0,0,1
1707,2,331,17,2,3,6,51,1,1,0,8.83,0,0,0,1
1708,2,83,19,5,5,6,51,1,1,1,8.83,0,0,0,1
1709,3,250,30,23,7,6,61,1,1,1,8.83,0,0,0,1
1710,1,118,89,8,7,6,51,0,1,0,8.83,0,0,0,1
1711,2,229,33,8,5,6,61,0,1,0,8.83,0,0,0,1
1712,4,285,35,19,7,6,61,0,0,0,8.83,0,0,0,1
1713,1,89,20,0,5,6,61,0,0,0,8.83,0,0,0,1
1714,1,74,28,9,6,6,61,0,1,1,8.83,0,0,0,1
1715,4,252,19,4,7,6,51,0,0,0,8.83,1,0,0,1
1716,4,300,20,8,4,6,51,0,0,0,8.83,0,0,0,1
1717,1,105,17,15,6,6,51,1,1,1,8.83,1,0,0,1
1718,2,105,18,21,2,6,61,0,0,0,8.83,0,0,0,1
1719,4,201,21,8,6,6,51,1,0,1,8.83,0,0,0,1
1720,1,380,21,21,4,6,61,1,1,0,8.83,0,0,0,1
1721,2,306,21,10,4,6,61,1,0,0,8.83,0,0,0,1
1722,1,338,18,7,1,6,51,1,0,1,8.83,1,0,0,1
1723,1,102,26,0,2,6,51,1,0,0,8.83,1,0,0,1
1724,4,81,17,13,4,6,51,1,1,1,8.83,1,0,0,1
1725,5,337,18,18,7,6,51,1,0,0,8.83,1,0,0,1
1726,2,1,23,21,2,6,61,0,0,0,8.83,0,0,0,1
1727,1,25,33,9,5,6,51,1,0,0,8.83,0,0,0,1
1728,1,163,43,9,3,6,61,1,1,0,8.83,0,0,0,1
1729,2,409,20,22,7,6,61,1,0,0,8.83,0,0,0,1
1730,4,69,26,18,1,6,51,1,0,1,8.83,0,0,0,1
1731,2,295,22,22,2,6,51,1,0,1,8.83,1,0,0,1
1732,1,102,101,4,6,6,61,1,0,0,8.83,0,0,0,1
1733,1,314,20,10,7,6,61,1,0,0,8.83,1,0,0,1
1734,3,412,23,10,1,6,51,1,1,1,8.83,0,0,0,1
1735,4,110,20,3,5,6,51,1,0,0,8.83,0,0,0,1
1736,1,116,22,0,7,6,61,0,0,0,8.83,0,0,0,1
1737,1,177,53,1,3,6,61,1,0,1,8.83,0,0,0,1
1738,1,89,82,6,6,6,61,1,0,1,8.83,0,0,0,1
1739,3,245,19,7,7,6,51,1,1,1,8.83,1,0,0,1
1740,3,122,25,6,7,6,61,1,0,1,8.83,0,0,0,1
1741,1,99,28,9,2,6,80,0,0,0,8.83,1,0,0,1
1742,2,85,19,16,2,6,101,1,0,1,8.83,0,0,0,1
1743,3,170,44,5,5,6,12,1,0,1,8.83,1,1,0,1
1744,1,42,19,6,4,6,51,1,0,1,8.83,1,0,0,1
1745,1,21,1,8,2,6,51,0,0,0,8.83,0,0,0,1
1746,2,257,21,15,2,6,51,1,0,1,8.83,1,0,0,1
1747,1,199,45,14,5,6,51,1,0,0,8.83,1,0,0,1
1748,2,150,25,14,1,6,51,1,1,1,8.83,1,0,0,1
1749,1,172,54,8,2,6,51,1,1,1,8.83,0,0,0,1
1750,2,48,26,8,3,6,61,1,0,0,8.83,0,0,0,1
1751,2,34,90,8,4,6,51,1,0,1,8.83,0,0,0,1
1752,1,178,27,21,7,6,51,1,1,1,8.83,1,0,0,1
1753,1,74,64,21,3,6,61,0,0,1,8.83,0,0,0,1
1754,1,73,28,9,3,6,51,1,0,1,8.83,0,0,0,1
1755,1,219,21,4,5,6,51,1,0,0,8.83,0,0,0,1
1756,2,218,24,19,4,6,61,1,0,1,8.83,0,0,0,1
1757,1,54,21,4,3,6,61,1,0,1,8.83,0,0,0,1
1758,1,135,41,14,7,6,51,1,0,0,8.83,0,1,0,1
1759,1,34,59,1,3,6,51,1,1,1,8.83,0,0,0,1
1760,3,111,33,4,4,6,61,1,0,0,8.83,0,0,0,1
1761,1,170,34,11,7,6,61,1,0,1,8.83,0,0,0,1
1762,1,343,23,10,4,6,61,1,0,1,8.83,0,0,0,1
1763,1,91,19,9,5,6,61,1,0,0,8.83,0,0,0,1
1764,1,115,19,4,6,6,61,1,0,1,8.83,0,0,0,1
1765,1,120,57,7,6,6,51,1,0,1,8.83,0,0,0,1
1766,1,146,26,3,2,6,61,1,0,0,8.83,0,0,0,1
1767,1,293,44,3,3,6,51,0,0,1,8.83,0,0,0,1
1768,1,368,31,2,7,6,51,0,0,1,8.83,1,0,0,1
1769,5,68,24,13,4,6,51,1,0,1,8.83,0,0,0,1
1770,1,7,22,3,7,6,61,1,0,1,8.83,0,0,0,1
1771,1,77,25,7,3,6,61,0,0,0,8.83,0,0,0,1
1772,1,230,17,4,4,6,80,0,0,0,8.83,0,0,0,1
1773,1,29,17,4,4,6,51,1,1,1,8.83,1,0,0,1
1774,1,19,87,14,7,6,51,1,0,1,8.83,0,0,0,1
1775,1,240,21,17,7,6,51,0,0,1,8.83,0,0,0,1
1776,2,56,128,20,4,6,100,1,0,0,8.83,0,0,0,1
1777,1,70,22,5,7,6,61,1,1,1,8.83,0,0,0,1
1778,2,71,31,14,3,6,51,1,0,0,8.83,1,0,0,1
1779,2,71,37,8,6,6,61,1,0,1,8.83,0,1,0,1
1780,1,169,20,19,3,6,28,0,0,0,8.83,1,0,0,1
1781,2,142,20,7,4,6,61,1,0,1,8.83,0,0,0,1
1782,1,344,20,12,6,6,61,1,0,0,8.83,0,0,0,1
1783,1,90,233,11,2,6,51,1,0,1,8.83,1,0,0,1
1784,1,6,19,6,7,6,51,0,0,0,8.83,0,0,0,1
1785,2,39,19,15,2,6,51,0,0,0,8.83,0,0,0,1
1786,1,125,88,6,3,6,51,1,1,0,8.83,1,0,0,1
1787,1,74,49,3,4,6,61,1,0,0,8.83,0,0,0,1
1788,2,80,17,3,3,6,51,1,1,0,8.83,1,0,0,1
1789,1,66,17,10,4,6,51,1,0,0,8.83,1,0,0,1
1790,1,115,41,14,5,6,51,1,0,1,8.83,1,1,0,1
1791,2,43,17,12,2,6,4,1,0,1,8.83,0,0,0,1
1792,1,14,33,4,3,6,51,1,0,1,8.83,0,0,0,1
1793,5,277,42,0,7,6,61,1,0,0,8.83,0,0,0,1
1794,2,182,41,0,5,6,61,1,0,0,8.83,1,0,0,1
1795,1,198,65,7,7,6,61,1,1,0,8.83,0,0,0,1
1796,1,40,31,19,7,6,61,0,0,0,8.83,0,0,0,1
1797,1,74,43,19,2,6,61,0,0,0,8.83,0,0,0,1
1798,1,8,90,11,1,6,61,1,0,0,8.83,0,0,0,1
1799,1,10,90,17,4,6,51,1,0,1,8.83,0,0,0,1
1800,1,28,92,10,7,6,61,1,1,1,8.83,0,0,0,1
1801,6,250,26,1,4,6,51,1,1,1,8.83,1,0,0,1
1802,1,26,20,8,5,6,51,1,0,1,8.83,0,0,0,1
1803,2,54,25,5,5,6,74,1,1,1,8.83,1,0,0,1
1804,4,316,17,2,4,6,51,1,0,0,8.83,1,0,0,1
1805,3,305,18,9,2,6,61,1,1,0,8.83,0,0,0,1
1806,1,55,25,9,1,6,61,1,0,0,8.83,0,1,0,1
1807,2,8,40,14,5,6,101,1,0,0,8.83,0,0,0,1
1808,1,15,20,12,3,6,51,1,0,0,8.83,0,0,0,1
1809,1,76,37,10,7,6,61,1,0,1,8.83,0,0,0,1
1810,1,111,67,3,3,6,61,0,0,0,8.83,0,0,0,1
1811,1,9,99,18,4,6,61,0,0,0,8.83,0,0,0,1
1812,2,347,17,5,3,6,61,0,0,1,8.83,0,0,0,1
1813,1,23,41,18,5,6,51,0,0,1,8.83,0,0,0,1
1814,2,59,63,5,6,6,51,1,0,0,8.83,1,0,0,1
1815,1,156,92,0,4,6,61,0,1,0,8.83,0,0,0,1
1816,1,13,17,5,1,6,61,1,1,1,8.83,1,0,0,1
1817,1,41,26,2,4,6,61,0,0,1,8.83,0,0,0,1
1818,1,110,113,14,6,6,51,1,0,1,8.83,0,0,0,1
1819,1,97,50,12,3,6,51,1,0,0,8.83,0,0,0,1
1820,1,61,21,11,3,6,51,1,0,1,8.83,1,0,0,1
1821,1,55,21,21,1,6,4,0,1,1,8.83,0,0,0,1
1822,1,198,24,13,7,6,51,1,0,0,8.83,1,0,0,1
1823,2,236,29,5,7,6,51,1,0,1,8.83,1,0,0,1
1824,1,47,19,9,3,6,51,1,0,1,8.83,1,0,0,1
1825,1,69,49,9,7,6,61,0,0,0,8.83,0,0,0,1
1826,1,30,89,16,4,6,51,1,1,1,8.83,0,0,0,1
1827,1,147,22,7,1,6,61,1,0,0,8.83,0,0,0,1
1828,1,5,81,20,6,6,61,1,0,1,8.83,0,1,0,1
1829,1,66,223,0,5,6,51,1,1,1,8.83,0,0,0,1
1830,1,68,20,1,4,6,61,1,1,1,8.83,0,0,0,1
1831,1,33,19,8,2,6,61,0,0,0,8.83,0,0,0,1
1832,1,108,35,13,5,6,51,1,0,0,8.83,1,0,0,1
1833,5,84,21,10,3,6,51,1,0,0,8.83,0,0,0,1
1834,3,171,18,23,5,6,51,1,0,1,8.83,0,0,0,1
1835,1,70,20,20,3,6,61,1,0,0,8.83,0,0,0,1
1836,1,169,21,20,4,6,61,1,0,0,8.83,0,0,0,1
1837,1,0,33,5,1,6,51,1,0,0,8.83,0,0,0,1
1838,1,45,51,12,3,6,51,1,1,1,8.83,1,0,0,1
1839,1,210,22,14,3,6,51,1,0,0,8.83,0,1,0,1
1840,1,85,27,3,3,6,61,1,0,1,8.83,0,0,0,1
1841,2,138,27,11,6,6,80,1,1,1,8.83,0,0,0,1
1842,1,278,39,10,7,6,61,0,0,0,8.83,0,0,0,1
1843,1,235,18,18,6,6,17,0,0,1,8.83,0,0,0,1
1844,1,50,87,8,7,6,61,1,0,1,8.83,0,0,0,1
1845,1,3,108,8,2,6,51,1,0,0,8.83,0,0,0,1
1846,1,357,24,10,2,6,51,1,0,1,8.83,0,0,0,1
1847,1,10,24,15,5,6,51,1,0,0,8.83,0,0,0,1
1848,2,256,83,22,3,6,51,1,0,1,8.83,1,0,0,1
1849,1,50,25,7,2,6,61,0,0,0,8.83,0,0,0,1
1850,1,173,44,6,7,6,61,0,0,1,8.83,1,0,0,1
1851,1,70,21,10,3,6,101,1,1,1,8.83,0,0,0,1
1852,1,32,22,13,6,6,61,1,0,1,8.83,0,1,0,1
1853,1,29,25,16,7,6,51,1,0,0,8.83,1,0,0,1
1854,1,175,147,20,1,6,100,0,0,0,8.83,0,0,0,1
1855,1,141,28,10,6,6,61,0,0,1,8.83,0,0,0,1
1856,1,38,17,12,4,6,42,1,1,1,8.83,0,0,0,1
1857,1,15,29,2,6,6,61,0,0,0,8.83,1,0,0,1
1858,1,238,130,17,6,6,51,0,0,1,8.83,0,0,0,1
1859,1,157,31,22,7,6,61,1,0,0,8.83,0,0,0,1
1860,1,110,19,0,5,6,61,0,0,0,8.83,0,0,0,1
1861,1,74,30,17,5,6,51,1,1,1,8.83,0,0,0,1
1862,1,166,98,8,2,6,61,1,1,1,8.83,0,0,0,1
1863,1,120,46,5,2,6,61,0,0,0,8.83,0,0,0,1
1864,1,291,17,2,2,6,51,0,0,0,8.83,0,0,0,1
1865,1,166,18,9,4,6,12,1,1,0,8.83,0,0,0,1
1866,1,2,1,1,3,6,61,0,0,0,8.83,0,1,0,1
1867,1,133,32,9,2,6,61,0,0,0,8.83,0,0,0,1
1868,1,114,18,8,2,6,61,1,0,0,8.83,0,0,0,1
1869,2,52,21,12,5,6,51,1,0,0,8.83,1,0,0,1
1870,2,118,18,2,2,6,101,1,0,0,8.83,0,0,0,1
1871,2,97,17,4,5,6,51,1,1,1,8.83,0,0,0,1
1872,2,99,19,13,3,6,51,1,1,1,8.83,1,0,0,1
1873,2,244,21,3,3,6,51,1,0,1,8.83,0,0,0,1
1874,2,280,34,5,3,6,61,1,0,0,8.83,0,0,0,1
1875,4,244,37,8,6,6,61,1,0,0,8.83,0,0,0,1
1876,2,164,20,13,7,6,51,0,0,0,8.83,1,0,0,1
1877,2,12,65,13,3,6,51,0,0,0,8.83,1,0,0,1
1878,1,45,29,3,1,6,65,1,0,0,8.83,0,0,0,1
1879,2,424,18,6,7,6,51,1,0,0,8.83,0,1,0,1
1880,4,94,17,16,2,6,61,1,0,0,8.83,0,0,0,1
1881,2,271,35,9,6,6,61,1,0,0,8.83,0,0,0,1
1882,5,343,27,0,6,6,61,1,0,1,8.83,0,0,0,1
1883,2,38,23,14,4,6,51,1,1,1,8.83,0,0,0,1
1884,1,25,18,4,1,6,51,1,1,1,8.83,0,0,0,1
1885,1,110,20,16,2,6,51,0,0,1,8.83,0,0,0,1
1886,1,181,65,9,2,6,51,0,0,0,8.83,1,0,0,1
1887,2,181,21,0,7,6,61,1,0,1,8.83,0,0,0,1
1888,1,108,92,11,7,6,61,0,0,0,8.83,0,0,0,1
1889,2,73,33,8,7,6,61,1,0,1,8.83,0,0,0,1
1890,2,174,25,6,1,6,61,0,0,0,8.83,0,0,0,1
1891,4,123,31,20,6,6,61,0,0,0,8.83,0,0,0,1
1892,1,164,38,14,5,6,51,1,1,1,8.83,1,0,0,1
1893,1,51,18,4,4,6,61,0,0,0,8.83,0,0,0,1
1894,1,58,127,20,6,6,61,0,0,0,8.83,0,0,0,1
1895,1,10,97,10,4,6,51,1,0,1,8.83,0,0,0,1
1896,1,198,53,4,2,6,51,1,0,1,8.83,1,0,0,1
1897,1,70,119,5,3,6,61,1,0,1,8.83,0,0,0,1
1898,3,292,26,3,4,6,51,1,0,0,8.83,0,0,0,1
1899,2,99,52,6,5,6,80,1,1,0,8.83,0,0,0,1
1900,1,62,45,20,5,6,61,0,0,0,8.83,0,0,0,1
1901,2,42,33,6,3,6,61,1,0,1,8.83,0,1,0,1
1902,1,146,19,6,4,6,51,1,0,0,8.83,0,0,0,1
1903,3,333,21,9,2,6,12,0,0,0,8.83,0,0,0,1
1904,1,185,72,9,7,6,51,1,0,0,8.83,0,1,0,1
1905,2,349,20,4,5,6,61,0,0,0,8.83,0,1,0,1
1906,1,224,76,11,7,6,51,1,0,1,8.83,1,0,0,1
1907,3,209,34,2,7,6,61,1,0,1,8.83,0,0,0,1
1908,1,254,26,2,7,6,27,0,0,1,8.83,0,1,0,1
1909,2,161,17,11,4,6,61,0,0,0,8.83,0,0,0,1
1910,2,18,70,14,5,6,36,1,0,1,8.83,0,1,0,1
1911,1,119,24,2,5,6,51,0,0,0,8.83,0,0,0,1
1912,1,68,89,2,2,6,51,1,0,0,8.83,0,0,0,1
1913,1,333,20,7,1,6,51,0,0,0,8.83,0,1,0,1
1914,2,25,50,7,4,6,51,1,0,0,8.83,1,0,0,1
1915,2,241,68,0,7,6,61,0,0,0,8.83,0,0,0,1
1916,1,164,93,7,7,6,51,1,0,1,8.83,0,0,0,1
1917,1,110,25,12,1,6,61,1,0,1,8.83,0,0,0,1
1918,2,160,22,23,6,6,61,1,0,0,8.83,0,0,0,1
1919,1,29,25,12,5,6,51,0,0,1,8.83,0,0,0,1
1920,3,255,23,19,6,6,98,0,0,0,8.83,0,0,0,1
1921,1,24,44,7,6,6,61,1,0,1,8.83,0,0,0,1
1922,1,122,31,14,7,6,51,1,0,1,8.83,0,0,0,1
1923,4,267,18,9,3,6,61,1,1,0,8.83,0,0,0,1
1924,1,79,20,6,6,6,51,1,1,1,8.83,0,0,0,1
1925,1,18,41,2,6,6,61,1,0,0,8.83,0,1,0,1
1926,1,45,17,5,3,6,51,0,0,1,8.83,1,0,0,1
1927,1,37,21,12,5,6,51,1,0,0,8.83,0,0,0,1
1928,1,85,26,19,4,6,61,0,0,0,8.83,0,0,0,1
1929,2,75,18,11,6,6,51,1,1,1,8.83,0,0,0,1
1930,3,387,18,8,1,6,51,1,0,1,8.83,0,0,0,1
1931,2,56,18,2,5,6,61,1,0,0,8.83,0,1,0,1
1932,2,111,25,9,7,6,61,0,0,0,8.83,0,0,0,1
1933,1,4,17,6,4,6,51,1,0,0,8.83,0,0,0,1
1934,1,72,170,12,7,6,51,1,0,0,8.83,0,0,0,1
1935,1,61,19,1,2,6,61,1,0,0,8.83,0,0,0,1
1936,1,42,17,14,2,6,51,0,0,0,8.83,1,0,0,1
1937,1,94,89,6,7,6,61,0,0,0,8.83,0,0,0,1
1938,2,14,73,9,7,6,51,1,1,0,8.83,0,0,0,1
1939,2,90,25,20,1,6,59,0,0,1,8.83,0,0,0,1
1940,1,226,32,21,7,6,61,0,1,1,8.83,0,0,0,1
1941,1,24,36,4,5,6,51,1,1,0,8.83,0,0,0,1
1942,1,165,42,9,2,6,51,0,0,0,8.83,0,0,0,1
1943,2,183,19,8,4,6,61,1,0,0,8.83,0,0,0,1
1944,1,192,61,3,1,6,51,1,1,1,8.83,0,0,0,1
1945,3,241,31,8,5,6,23,1,0,0,8.83,0,0,0,1
1946,2,223,38,15,7,6,51,0,1,1,8.83,1,0,0,1
1947,2,69,64,7,3,6,61,1,0,0,8.83,0,0,0,1
1948,1,193,17,3,7,6,61,0,0,1,8.83,0,0,0,1
1949,2,191,38,23,4,6,51,1,1,0,8.83,0,0,0,1
1950,1,43,278,11,7,6,78,0,0,0,8.83,0,0,0,1
1951,3,272,21,18,2,6,51,1,1,0,8.83,1,0,0,1
1952,1,167,17,7,7,6,51,0,0,0,8.83,0,0,0,1
1953,2,316,17,7,4,6,61,0,0,0,8.83,0,0,0,1
1954,1,39,79,2,3,6,51,1,0,1,8.83,0,0,0,1
1955,2,173,25,13,4,6,51,1,1,1,8.83,0,0,0,1
1956,1,146,27,11,4,6,61,1,0,1,8.83,0,0,0,1
1957,1,29,70,1,3,6,61,0,0,0,8.83,0,0,0,1
1958,1,60,49,9,1,6,51,1,0,0,8.83,0,0,0,1
1959,1,39,55,23,5,6,51,1,0,1,8.83,0,0,0,1
1960,1,401,37,10,4,6,61,0,0,0,8.83,0,0,0,1
1961,1,65,77,14,6,6,51,1,0,0,8.83,1,1,0,1
1962,1,66,80,6,1,6,80,1,0,0,8.83,1,0,0,1
1963,2,300,70,0,3,6,51,0,0,0,8.83,0,0,0,1
1964,2,304,76,4,4,6,51,0,0,0,8.83,1,0,0,1
1965,1,1,37,13,7,6,51,1,1,1,8.83,0,0,0,1
1966,1,255,22,4,5,6,61,1,0,1,8.83,0,0,0,1
1967,2,7,75,13,3,6,51,1,0,1,8.83,1,0,0,1
1968,1,49,63,12,4,6,78,1,1,1,8.83,0,0,0,1
1969,2,110,22,6,2,6,51,1,0,0,8.83,0,0,0,1
1970,2,317,37,9,4,6,51,1,0,1,8.83,1,0,0,1
1971,1,17,21,23,3,6,100,1,0,1,8.83,1,0,0,1
1972,2,63,31,6,7,6,51,1,0,1,8.83,0,0,0,1
1973,2,12,19,13,4,6,78,1,0,0,8.83,0,0,0,1
1974,1,92,23,7,4,6,51,1,0,1,8.83,0,0,0,1
1975,2,66,30,1,7,6,51,1,1,0,8.83,0,0,0,1
1976,2,148,29,8,5,6,61,1,0,0,8.83,0,0,0,1
1977,1,66,28,0,3,6,61,1,0,0,8.83,0,0,0,1
1978,2,55,29,8,1,6,61,0,0,1,8.83,0,0,0,1
1979,2,368,19,16,2,6,51,1,0,1,8.83,0,0,0,1
1980,2,305,20,8,2,6,51,1,0,1,8.83,0,0,0,1
1981,1,63,23,5,4,6,51,1,0,1,8.83,0,0,0,1
1982,1,83,69,13,7,6,51,0,0,0,8.83,0,1,0,1
1983,1,70,22,5,7,6,61,1,1,1,8.83,0,0,0,1
1984,4,31,62,10,2,6,37,0,1,0,8.83,0,0,0,1
1985,1,46,22,19,1,6,74,1,0,0,8.83,0,0,0,1
1986,1,352,33,6,3,6,80,1,0,1,8.83,0,0,0,1
1987,1,305,30,14,3,6,61,1,0,0,8.83,0,0,0,1
1988,4,160,24,7,5,6,61,1,0,1,8.83,0,0,0,1
1989,2,87,21,9,7,6,61,1,1,0,8.83,0,1,0,1
1990,1,210,27,10,2,6,51,1,0,0,8.83,0,0,0,1
1991,2,164,23,3,6,6,51,1,0,0,8.83,0,0,0,1
1992,2,152,29,8,2,6,51,1,0,0,8.83,0,0,0,1
1993,1,199,23,0,4,6,61,1,1,0,8.83,0,0,0,1
1994,1,22,27,7,2,6,51,1,0,0,8.83,0,1,0,1
1995,2,220,20,7,3,6,61,0,0,0,8.83,0,0,0,1
1996,1,198,43,10,7,6,4,0,0,0,8.83,0,0,0,1
1997,1,242,23,16,7,6,51,1,0,0,8.83,1,0,0,1
1998,1,37,21,2,4,6,103,1,0,1,8.83,0,0,0,1
1999,1,44,156,8,2,6,51,0,0,0,8.83,0,0,0,1
2000,1,42,58,2,4,6,61,1,0,0,8.83,0,0,0,1
2001,1,339,25,7,7,6,51,1,0,0,8.83,0,0,0,1
2002,1,336,21,6,1,6,61,1,0,0,8.83,0,0,0,1
2003,1,70,17,23,4,6,61,0,0,1,8.83,0,0,0,1
2004,4,235,17,20,6,6,61,1,0,1,8.83,0,0,0,1
2005,1,58,103,12,3,6,61,1,0,0,8.83,0,0,0,1
2006,1,100,42,17,7,6,51,0,0,0,8.83,1,0,0,1
2007,2,290,71,11,2,6,61,1,0,0,8.83,0,0,0,1
2008,1,99,21,13,7,6,61,1,0,0,8.83,0,0,0,1
